human	lizard	chicken
ENSG00000242485	ENSACAG00000009143	ENSGALG00000001542
ENSG00000161031	ENSACAG00000016557	ENSGALG00000029971
ENSG00000105953	ENSACAG00000001508	ENSGALG00000014155
ENSG00000116218	ENSACAG00000012336	ENSGALG00000004163
ENSG00000162772	ENSACAG00000006353	ENSGALG00000025887
ENSG00000196072	ENSACAG00000000720	ENSGALG00000005794
ENSG00000052795	ENSACAG00000016439	ENSGALG00000020251
ENSG00000139800	ENSACAG00000003701	ENSGALG00000034197
ENSG00000112769	ENSACAG00000027915	ENSGALG00000015001
ENSG00000164615	ENSACAG00000001591	ENSGALG00000006411
ENSG00000110063	ENSACAG00000000101	ENSGALG00000031143
ENSG00000096060	ENSACAG00000017117	ENSGALG00000042148
ENSG00000157542	ENSACAG00000009168	ENSGALG00000016054
ENSG00000095485	ENSACAG00000016026	ENSGALG00000003249
ENSG00000112031	ENSACAG00000005557	ENSGALG00000013609
ENSG00000110321	ENSACAG00000008398	ENSGALG00000005587
ENSG00000171497	ENSACAG00000016476	ENSGALG00000009451
ENSG00000089163	ENSACAG00000002657	ENSGALG00000007244
ENSG00000124882	ENSACAG00000011452	ENSGALG00000010864
ENSG00000171813	ENSACAG00000007567	ENSGALG00000010491
ENSG00000178904	ENSACAG00000000383	ENSGALG00000004559
ENSG00000119865	ENSACAG00000000999	ENSGALG00000008757
ENSG00000137975	ENSACAG00000013587	ENSGALG00000006322
ENSG00000183844	ENSACAG00000001496	ENSGALG00000016140
ENSG00000006712	ENSACAG00000009047	ENSGALG00000037879
ENSG00000118407	ENSACAG00000005030	ENSGALG00000039001
ENSG00000119185	ENSACAG00000001993	ENSGALG00000016421
ENSG00000184956	ENSACAG00000009196	ENSGALG00000040530
ENSG00000163939	ENSACAG00000007132	ENSGALG00000037455
ENSG00000104723	ENSACAG00000029083	ENSGALG00000013674
ENSG00000205593	ENSACAG00000007420	ENSGALG00000043771
ENSG00000164488	ENSACAG00000008509	ENSGALG00000011288
ENSG00000171612	ENSACAG00000009183	ENSGALG00000002519
ENSG00000130055	ENSACAG00000015258	ENSGALG00000005842
ENSG00000153303	ENSACAG00000008467	ENSGALG00000011296
ENSG00000153790	ENSACAG00000027782	ENSGALG00000011021
ENSG00000145242	ENSACAG00000012709	ENSGALG00000011680
ENSG00000175084	ENSACAG00000013847	ENSGALG00000011306
ENSG00000141002	ENSACAG00000014947	ENSGALG00000000129
ENSG00000052802	ENSACAG00000000271	ENSGALG00000009560
ENSG00000086205	ENSACAG00000014644	ENSGALG00000017234
ENSG00000170325	ENSACAG00000017654	ENSGALG00000033660
ENSG00000114098	ENSACAG00000007173	ENSGALG00000040889
ENSG00000163297	ENSACAG00000009988	ENSGALG00000043675
ENSG00000198542	ENSACAG00000003329	ENSGALG00000016867
ENSG00000166135	ENSACAG00000010968	ENSGALG00000005698
ENSG00000174718	ENSACAG00000023506	ENSGALG00000045168
ENSG00000100577	ENSACAG00000017198	ENSGALG00000010432
ENSG00000221983	ENSACAG00000026561	ENSGALG00000037716
ENSG00000138111	ENSACAG00000003982	ENSGALG00000008039
ENSG00000088682	ENSACAG00000014031	ENSGALG00000001184
ENSG00000049540	ENSACAG00000001695	ENSGALG00000043703
ENSG00000155008	ENSACAG00000014061	ENSGALG00000006978
ENSG00000013364	ENSACAG00000014742	ENSGALG00000040471
ENSG00000111859	ENSACAG00000008570	ENSGALG00000012747
ENSG00000101104	ENSACAG00000011841	ENSGALG00000004123
ENSG00000147471	ENSACAG00000000181	ENSGALG00000003101
ENSG00000144560	ENSACAG00000010299	ENSGALG00000004937
ENSG00000001561	ENSACAG00000013087	ENSGALG00000016708
ENSG00000111850	ENSACAG00000015197	ENSGALG00000015812
ENSG00000186326	ENSACAG00000007456	ENSGALG00000004675
ENSG00000185442	ENSACAG00000000087	ENSGALG00000006887
ENSG00000188994	ENSACAG00000015199	ENSGALG00000035472
ENSG00000100852	ENSACAG00000002726	ENSGALG00000009992
ENSG00000151413	ENSACAG00000015286	ENSGALG00000009983
ENSG00000169258	ENSACAG00000024578	ENSGALG00000044643
ENSG00000179583	ENSACAG00000021980	ENSGALG00000007171
ENSG00000171759	ENSACAG00000016374	ENSGALG00000012754
ENSG00000117682	ENSACAG00000009953	ENSGALG00000029909
ENSG00000169621	ENSACAG00000000856	ENSGALG00000008745
ENSG00000240891	ENSACAG00000028453	ENSGALG00000015375
ENSG00000167005	ENSACAG00000007323	ENSGALG00000003084
ENSG00000115257	ENSACAG00000000486	ENSGALG00000026384
ENSG00000183715	ENSACAG00000017754	ENSGALG00000001442
ENSG00000043462	ENSACAG00000015930	ENSGALG00000002113
ENSG00000138685	ENSACAG00000011890	ENSGALG00000011835
ENSG00000183691	ENSACAG00000009118	ENSGALG00000003114
ENSG00000141086	ENSACAG00000001737	ENSGALG00000035368
ENSG00000052723	ENSACAG00000003294	ENSGALG00000002147
ENSG00000136146	ENSACAG00000014734	ENSGALG00000016995
ENSG00000072422	ENSACAG00000011020	ENSGALG00000003073
ENSG00000139343	ENSACAG00000014073	ENSGALG00000011409
ENSG00000023041	ENSACAG00000009483	ENSGALG00000008870
ENSG00000108774	ENSACAG00000017960	ENSGALG00000003359
ENSG00000188215	ENSACAG00000009803	ENSGALG00000002267
ENSG00000134533	ENSACAG00000011754	ENSGALG00000028186
ENSG00000158163	ENSACAG00000009191	ENSGALG00000006597
ENSG00000025156	ENSACAG00000001260	ENSGALG00000038420
ENSG00000177707	ENSACAG00000008010	ENSGALG00000015367
ENSG00000110060	ENSACAG00000000186	ENSGALG00000000962
ENSG00000180537	ENSACAG00000003668	ENSGALG00000012700
ENSG00000155629	ENSACAG00000014577	ENSGALG00000005547
ENSG00000147202	ENSACAG00000013498	ENSGALG00000030791
ENSG00000111732	ENSACAG00000017441	ENSGALG00000014280
ENSG00000174233	ENSACAG00000008435	ENSGALG00000043490
ENSG00000164808	ENSACAG00000011990	ENSGALG00000015226
ENSG00000164778	ENSACAG00000011018	ENSGALG00000041295
ENSG00000172053	ENSACAG00000012645	ENSGALG00000029980
ENSG00000101222	ENSACAG00000014808	ENSGALG00000045528
ENSG00000196660	ENSACAG00000001203	ENSGALG00000026727
ENSG00000134324	ENSACAG00000000325	ENSGALG00000016456
ENSG00000180767	ENSACAG00000013992	ENSGALG00000029632
ENSG00000084112	ENSACAG00000011320	ENSGALG00000004928
ENSG00000151092	ENSACAG00000008852	ENSGALG00000011304
ENSG00000198805	ENSACAG00000008033	ENSGALG00000044146
ENSG00000186283	ENSACAG00000012264	ENSGALG00000004216
ENSG00000169891	ENSACAG00000011590	ENSGALG00000016545
ENSG00000130669	ENSACAG00000011848	ENSGALG00000031328
ENSG00000076344	ENSACAG00000012924	ENSGALG00000040648
ENSG00000181652	ENSACAG00000008224	ENSGALG00000038330
ENSG00000166887	ENSACAG00000015189	ENSGALG00000008991
ENSG00000156042	ENSACAG00000004024	ENSGALG00000002551
ENSG00000065559	ENSACAG00000017457	ENSGALG00000032178
ENSG00000169962	ENSACAG00000013878	ENSGALG00000032317
ENSG00000163644	ENSACAG00000012908	ENSGALG00000011266
ENSG00000107404	ENSACAG00000013652	ENSGALG00000001600
ENSG00000109572	ENSACAG00000015662	ENSGALG00000009674
ENSG00000144118	ENSACAG00000004069	ENSGALG00000026493
ENSG00000133961	ENSACAG00000016123	ENSGALG00000009300
ENSG00000166321	ENSACAG00000000498	ENSGALG00000004319
ENSG00000244242	ENSACAG00000009353	ENSGALG00000031657
ENSG00000162877	ENSACAG00000012585	ENSGALG00000000724
ENSG00000177469	ENSACAG00000017939	ENSGALG00000003261
ENSG00000164168	ENSACAG00000003842	ENSGALG00000010019
ENSG00000137675	ENSACAG00000025988	ENSGALG00000019060
ENSG00000160226	ENSACAG00000008678	ENSGALG00000006539
ENSG00000083099	ENSACAG00000014449	ENSGALG00000015762
ENSG00000119965	ENSACAG00000017448	ENSGALG00000000011
ENSG00000175066	ENSACAG00000005041	ENSGALG00000002729
ENSG00000114850	ENSACAG00000001453	ENSGALG00000028683
ENSG00000167272	ENSACAG00000003091	ENSGALG00000007124
ENSG00000133687	ENSACAG00000013056	ENSGALG00000012956
ENSG00000068724	ENSACAG00000004274	ENSGALG00000010020
ENSG00000198515	ENSACAG00000006622	ENSGALG00000014136
ENSG00000176208	ENSACAG00000009606	ENSGALG00000003294
ENSG00000149573	ENSACAG00000007296	ENSGALG00000007412
ENSG00000132855	ENSACAG00000022908	ENSGALG00000010978
ENSG00000214357	ENSACAG00000015261	ENSGALG00000002846
ENSG00000135211	ENSACAG00000006255	ENSGALG00000008330
ENSG00000006607	ENSACAG00000001192	ENSGALG00000005788
ENSG00000164104	ENSACAG00000005480	ENSGALG00000010745
ENSG00000122335	ENSACAG00000004912	ENSGALG00000013732
ENSG00000215305	ENSACAG00000000170	ENSGALG00000034510
ENSG00000105717	ENSACAG00000004770	ENSGALG00000034076
ENSG00000008294	ENSACAG00000001705	ENSGALG00000034001
ENSG00000101574	ENSACAG00000008742	ENSGALG00000014799
ENSG00000143641	ENSACAG00000001377	ENSGALG00000011106
ENSG00000122786	ENSACAG00000011851	ENSGALG00000033471
ENSG00000173482	ENSACAG00000010005	ENSGALG00000031284
ENSG00000141232	ENSACAG00000001698	ENSGALG00000007364
ENSG00000173714	ENSACAG00000001679	ENSGALG00000007367
ENSG00000168610	ENSACAG00000017940	ENSGALG00000003267
ENSG00000176732	ENSACAG00000015331	ENSGALG00000019866
ENSG00000162512	ENSACAG00000000940	ENSGALG00000035184
ENSG00000163719	ENSACAG00000010288	ENSGALG00000006601
ENSG00000187741	ENSACAG00000008124	ENSGALG00000000516
ENSG00000168077	ENSACAG00000015040	ENSGALG00000026651
ENSG00000124813	ENSACAG00000013003	ENSGALG00000040276
ENSG00000074706	ENSACAG00000005456	ENSGALG00000013625
ENSG00000204116	ENSACAG00000001087	ENSGALG00000040956
ENSG00000125534	ENSACAG00000006027	ENSGALG00000005849
ENSG00000126215	ENSACAG00000010735	ENSGALG00000011533
ENSG00000069998	ENSACAG00000012217	ENSGALG00000013026
ENSG00000105186	ENSACAG00000007458	ENSGALG00000004671
ENSG00000197753	ENSACAG00000017100	ENSGALG00000039170
ENSG00000071054	ENSACAG00000007525	ENSGALG00000016781
ENSG00000075790	ENSACAG00000015191	ENSGALG00000008009
ENSG00000173467	ENSACAG00000012579	ENSGALG00000019651
ENSG00000167094	ENSACAG00000006921	ENSGALG00000045436
ENSG00000156030	ENSACAG00000016025	ENSGALG00000009282
ENSG00000151458	ENSACAG00000011742	ENSGALG00000011831
ENSG00000221978	ENSACAG00000009060	ENSGALG00000001551
ENSG00000111581	ENSACAG00000003987	ENSGALG00000009934
ENSG00000125304	ENSACAG00000008881	ENSGALG00000016878
ENSG00000113615	ENSACAG00000001623	ENSGALG00000006417
ENSG00000171988	ENSACAG00000010214	ENSGALG00000002942
ENSG00000082175	ENSACAG00000013594	ENSGALG00000017195
ENSG00000170035	ENSACAG00000011267	ENSGALG00000020793
ENSG00000175130	ENSACAG00000004041	ENSGALG00000032335
ENSG00000146352	ENSACAG00000001621	ENSGALG00000014853
ENSG00000164597	ENSACAG00000015081	ENSGALG00000042764
ENSG00000168702	ENSACAG00000003221	ENSGALG00000012407
ENSG00000079482	ENSACAG00000009628	ENSGALG00000029652
ENSG00000108960	ENSACAG00000017432	ENSGALG00000003078
ENSG00000205693	ENSACAG00000002464	ENSGALG00000026372
ENSG00000115956	ENSACAG00000000871	ENSGALG00000008756
ENSG00000196932	ENSACAG00000011005	ENSGALG00000025862
ENSG00000184574	ENSACAG00000006228	ENSGALG00000014455
ENSG00000164853	ENSACAG00000008544	ENSGALG00000039292
ENSG00000166292	ENSACAG00000002609	ENSGALG00000026465
ENSG00000172530	ENSACAG00000013493	ENSGALG00000005872
ENSG00000134516	ENSACAG00000016098	ENSGALG00000002080
ENSG00000111644	ENSACAG00000006209	ENSGALG00000044625
ENSG00000123395	ENSACAG00000016773	ENSGALG00000042016
ENSG00000129933	ENSACAG00000003122	ENSGALG00000002969
ENSG00000087448	ENSACAG00000002456	ENSGALG00000017296
ENSG00000043143	ENSACAG00000001897	ENSGALG00000006424
ENSG00000112029	ENSACAG00000005635	ENSGALG00000013607
ENSG00000136521	ENSACAG00000004465	ENSGALG00000009076
ENSG00000182667	ENSACAG00000017742	ENSGALG00000001437
ENSG00000183779	ENSACAG00000022262	ENSGALG00000034229
ENSG00000181555	ENSACAG00000002296	ENSGALG00000042051
ENSG00000139926	ENSACAG00000017890	ENSGALG00000012374
ENSG00000093167	ENSACAG00000009967	ENSGALG00000033102
ENSG00000136731	ENSACAG00000004982	ENSGALG00000002141
ENSG00000175348	ENSACAG00000009860	ENSGALG00000005908
ENSG00000105856	ENSACAG00000015023	ENSGALG00000008050
ENSG00000105705	ENSACAG00000008769	ENSGALG00000042132
ENSG00000147475	ENSACAG00000000177	ENSGALG00000003092
ENSG00000135097	ENSACAG00000002762	ENSGALG00000007227
ENSG00000117691	ENSACAG00000006366	ENSGALG00000009821
ENSG00000021574	ENSACAG00000000780	ENSGALG00000010620
ENSG00000104537	ENSACAG00000009751	ENSGALG00000036418
ENSG00000089558	ENSACAG00000017957	ENSGALG00000003354
ENSG00000169762	ENSACAG00000012470	ENSGALG00000014486
ENSG00000100614	ENSACAG00000015169	ENSGALG00000011917
ENSG00000141179	ENSACAG00000002610	ENSGALG00000003099
ENSG00000131171	ENSACAG00000014696	ENSGALG00000007128
ENSG00000139734	ENSACAG00000004603	ENSGALG00000016937
ENSG00000141433	ENSACAG00000008729	ENSGALG00000014858
ENSG00000136450	ENSACAG00000005542	ENSGALG00000005525
ENSG00000125505	ENSACAG00000016174	ENSGALG00000030640
ENSG00000169598	ENSACAG00000008165	ENSGALG00000036295
ENSG00000123106	ENSACAG00000002407	ENSGALG00000031666
ENSG00000113763	ENSACAG00000006929	ENSGALG00000018998
ENSG00000076067	ENSACAG00000016623	ENSGALG00000038757
ENSG00000114648	ENSACAG00000005482	ENSGALG00000005582
ENSG00000123685	ENSACAG00000006345	ENSGALG00000035516
ENSG00000160058	ENSACAG00000004790	ENSGALG00000003405
ENSG00000143748	ENSACAG00000005476	ENSGALG00000009322
ENSG00000113194	ENSACAG00000006247	ENSGALG00000003331
ENSG00000051341	ENSACAG00000011574	ENSGALG00000014924
ENSG00000047346	ENSACAG00000011388	ENSGALG00000042839
ENSG00000127586	ENSACAG00000008970	ENSGALG00000040157
ENSG00000101204	ENSACAG00000005817	ENSGALG00000005801
ENSG00000102897	ENSACAG00000009813	ENSGALG00000002273
ENSG00000139233	ENSACAG00000003523	ENSGALG00000019358
ENSG00000120885	ENSACAG00000010683	ENSGALG00000043051
ENSG00000188811	ENSACAG00000016533	ENSGALG00000017037
ENSG00000006740	ENSACAG00000017636	ENSGALG00000042571
ENSG00000124181	ENSACAG00000011128	ENSGALG00000003750
ENSG00000073849	ENSACAG00000002484	ENSGALG00000005550
ENSG00000112033	ENSACAG00000002228	ENSGALG00000002588
ENSG00000075142	ENSACAG00000015952	ENSGALG00000008985
ENSG00000204882	ENSACAG00000000748	ENSGALG00000041730
ENSG00000163738	ENSACAG00000011391	ENSGALG00000010855
ENSG00000184992	ENSACAG00000014638	ENSGALG00000002913
ENSG00000166920	ENSACAG00000015724	ENSGALG00000046532
ENSG00000071082	ENSACAG00000007914	ENSGALG00000016775
ENSG00000111785	ENSACAG00000015295	ENSGALG00000029484
ENSG00000163938	ENSACAG00000007357	ENSGALG00000001613
ENSG00000060762	ENSACAG00000015564	ENSGALG00000011483
ENSG00000174564	ENSACAG00000016774	ENSGALG00000013169
ENSG00000105127	ENSACAG00000017298	ENSGALG00000043107
ENSG00000181786	ENSACAG00000002747	ENSGALG00000001440
ENSG00000106415	ENSACAG00000013179	ENSGALG00000035239
ENSG00000188158	ENSACAG00000011634	ENSGALG00000016543
ENSG00000178691	ENSACAG00000009504	ENSGALG00000003277
ENSG00000176946	ENSACAG00000000876	ENSGALG00000006283
ENSG00000182223	ENSACAG00000006354	ENSGALG00000035565
ENSG00000132437	ENSACAG00000008272	ENSGALG00000013094
ENSG00000102871	ENSACAG00000024994	ENSGALG00000003195
ENSG00000163827	ENSACAG00000012700	ENSGALG00000013634
ENSG00000176720	ENSACAG00000000919	ENSGALG00000005772
ENSG00000090470	ENSACAG00000004552	ENSGALG00000021027
ENSG00000185630	ENSACAG00000005840	ENSGALG00000003429
ENSG00000105204	ENSACAG00000016801	ENSGALG00000029753
ENSG00000144741	ENSACAG00000002472	ENSGALG00000007467
ENSG00000065883	ENSACAG00000017597	ENSGALG00000043243
ENSG00000113272	ENSACAG00000003330	ENSGALG00000003722
ENSG00000120438	ENSACAG00000004253	ENSGALG00000011637
ENSG00000148795	ENSACAG00000004350	ENSGALG00000008121
ENSG00000072182	ENSACAG00000014142	ENSGALG00000011250
ENSG00000105088	ENSACAG00000004487	ENSGALG00000041272
ENSG00000137571	ENSACAG00000015198	ENSGALG00000029842
ENSG00000149418	ENSACAG00000017687	ENSGALG00000001331
ENSG00000156711	ENSACAG00000016916	ENSGALG00000030966
ENSG00000167971	ENSACAG00000010850	ENSGALG00000005844
ENSG00000184156	ENSACAG00000010814	ENSGALG00000037626
ENSG00000143742	ENSACAG00000005788	ENSGALG00000026009
ENSG00000138381	ENSACAG00000014416	ENSGALG00000041666
ENSG00000134812	ENSACAG00000009964	ENSGALG00000031546
ENSG00000084676	ENSACAG00000000619	ENSGALG00000016617
ENSG00000161203	ENSACAG00000010513	ENSGALG00000008432
ENSG00000134247	ENSACAG00000009724	ENSGALG00000015464
ENSG00000143248	ENSACAG00000007160	ENSGALG00000026572
ENSG00000184381	ENSACAG00000008449	ENSGALG00000012281
ENSG00000164691	ENSACAG00000004577	ENSGALG00000013747
ENSG00000198087	ENSACAG00000013411	ENSGALG00000016720
ENSG00000171311	ENSACAG00000002101	ENSGALG00000039917
ENSG00000177679	ENSACAG00000000452	ENSGALG00000001932
ENSG00000182511	ENSACAG00000004439	ENSGALG00000008340
ENSG00000084652	ENSACAG00000004595	ENSGALG00000003246
ENSG00000171723	ENSACAG00000006220	ENSGALG00000009587
ENSG00000183569	ENSACAG00000003608	ENSGALG00000011867
ENSG00000114248	ENSACAG00000015767	ENSGALG00000023616
ENSG00000124588	ENSACAG00000017701	ENSGALG00000025747
ENSG00000112282	ENSACAG00000001630	ENSGALG00000040607
ENSG00000185122	ENSACAG00000012604	ENSGALG00000036821
ENSG00000135837	ENSACAG00000001054	ENSGALG00000003955
ENSG00000112137	ENSACAG00000004337	ENSGALG00000012732
ENSG00000109466	ENSACAG00000000301	ENSGALG00000009554
ENSG00000144550	ENSACAG00000010141	ENSGALG00000036406
ENSG00000101216	ENSACAG00000011613	ENSGALG00000039685
ENSG00000177192	ENSACAG00000007367	ENSGALG00000002354
ENSG00000184226	ENSACAG00000004984	ENSGALG00000016908
ENSG00000115263	ENSACAG00000014182	ENSGALG00000011104
ENSG00000132773	ENSACAG00000015161	ENSGALG00000010228
ENSG00000166592	ENSACAG00000002380	ENSGALG00000005140
ENSG00000112357	ENSACAG00000016918	ENSGALG00000013874
ENSG00000132329	ENSACAG00000015937	ENSGALG00000003821
ENSG00000116668	ENSACAG00000002276	ENSGALG00000034230
ENSG00000151743	ENSACAG00000012780	ENSGALG00000012938
ENSG00000109929	ENSACAG00000002668	ENSGALG00000037065
ENSG00000160219	ENSACAG00000011922	ENSGALG00000008408
ENSG00000125170	ENSACAG00000014054	ENSGALG00000001160
ENSG00000109101	ENSACAG00000012187	ENSGALG00000043868
ENSG00000104047	ENSACAG00000015878	ENSGALG00000005673
ENSG00000109927	ENSACAG00000002699	ENSGALG00000040857
ENSG00000130640	ENSACAG00000015861	ENSGALG00000003526
ENSG00000184012	ENSACAG00000005446	ENSGALG00000016144
ENSG00000006459	ENSACAG00000012823	ENSGALG00000035108
ENSG00000100321	ENSACAG00000025152	ENSGALG00000027665
ENSG00000091879	ENSACAG00000009115	ENSGALG00000036189
ENSG00000184860	ENSACAG00000002548	ENSGALG00000005456
ENSG00000134200	ENSACAG00000003405	ENSGALG00000002550
ENSG00000126746	ENSACAG00000006099	ENSGALG00000032599
ENSG00000231213	ENSACAG00000006915	ENSGALG00000006807
ENSG00000119723	ENSACAG00000016164	ENSGALG00000010197
ENSG00000157554	ENSACAG00000009199	ENSGALG00000016058
ENSG00000203872	ENSACAG00000015180	ENSGALG00000028653
ENSG00000196284	ENSACAG00000012944	ENSGALG00000016705
ENSG00000159579	ENSACAG00000006680	ENSGALG00000001350
ENSG00000146282	ENSACAG00000014970	ENSGALG00000015806
ENSG00000079999	ENSACAG00000008991	ENSGALG00000033123
ENSG00000167173	ENSACAG00000017164	ENSGALG00000027805
ENSG00000171045	ENSACAG00000028281	ENSGALG00000037014
ENSG00000164930	ENSACAG00000009364	ENSGALG00000030626
ENSG00000198759	ENSACAG00000001659	ENSGALG00000016584
ENSG00000105185	ENSACAG00000007506	ENSGALG00000004648
ENSG00000104341	ENSACAG00000015960	ENSGALG00000045196
ENSG00000155508	ENSACAG00000004001	ENSGALG00000003950
ENSG00000140557	ENSACAG00000000085	ENSGALG00000006882
ENSG00000137198	ENSACAG00000003844	ENSGALG00000012705
ENSG00000182118	ENSACAG00000002315	ENSGALG00000043572
ENSG00000188997	ENSACAG00000012466	ENSGALG00000017268
ENSG00000174145	ENSACAG00000006997	ENSGALG00000014337
ENSG00000104112	ENSACAG00000001330	ENSGALG00000043583
ENSG00000116833	ENSACAG00000006301	ENSGALG00000002182
ENSG00000099949	ENSACAG00000005324	ENSGALG00000031175
ENSG00000113966	ENSACAG00000009179	ENSGALG00000019215
ENSG00000107882	ENSACAG00000004102	ENSGALG00000008096
ENSG00000100591	ENSACAG00000017239	ENSGALG00000010463
ENSG00000103066	ENSACAG00000009961	ENSGALG00000041787
ENSG00000167615	ENSACAG00000016911	ENSGALG00000035760
ENSG00000050030	ENSACAG00000002731	ENSGALG00000007755
ENSG00000110048	ENSACAG00000006658	ENSGALG00000030548
ENSG00000205678	ENSACAG00000012618	ENSGALG00000038771
ENSG00000182208	ENSACAG00000009263	ENSGALG00000030499
ENSG00000146425	ENSACAG00000004817	ENSGALG00000019979
ENSG00000136875	ENSACAG00000015110	ENSGALG00000008857
ENSG00000196591	ENSACAG00000012174	ENSGALG00000014991
ENSG00000146701	ENSACAG00000001457	ENSGALG00000001949
ENSG00000110583	ENSACAG00000012434	ENSGALG00000038219
ENSG00000130714	ENSACAG00000010625	ENSGALG00000003757
ENSG00000176102	ENSACAG00000002823	ENSGALG00000011685
ENSG00000132313	ENSACAG00000025298	ENSGALG00000022950
ENSG00000108406	ENSACAG00000012418	ENSGALG00000005126
ENSG00000175073	ENSACAG00000016573	ENSGALG00000042883
ENSG00000069122	ENSACAG00000013326	ENSGALG00000039320
ENSG00000147180	ENSACAG00000014034	ENSGALG00000006929
ENSG00000100815	ENSACAG00000009369	ENSGALG00000010763
ENSG00000137574	ENSACAG00000017988	ENSGALG00000015340
ENSG00000114354	ENSACAG00000011584	ENSGALG00000015299
ENSG00000143786	ENSACAG00000029355	ENSGALG00000009308
ENSG00000206043	ENSACAG00000003727	ENSGALG00000044510
ENSG00000065328	ENSACAG00000001208	ENSGALG00000034198
ENSG00000101230	ENSACAG00000001110	ENSGALG00000009042
ENSG00000135426	ENSACAG00000014903	ENSGALG00000037826
ENSG00000160299	ENSACAG00000009409	ENSGALG00000007021
ENSG00000085274	ENSACAG00000015699	ENSGALG00000009409
ENSG00000169019	ENSACAG00000006763	ENSGALG00000026279
ENSG00000112799	ENSACAG00000029039	ENSGALG00000012801
